UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel,HitObjectVariant,HitNormalX,HitNormalY,HitNormalZ,GazeValid,GazeHit
1766305390743,2025-12-21 16:23:10.743,1761.082000,2.061035,23,15,2,0.022913,0.002895,-0.042241,-0.178162,0.079880,0.980743,-26.747380,1.613619,27.237120,0.895480,0.255345,0.364547,0,9.24060059,38.1258926,29.8690243,Building,Surface,3.866089,3.858215,41.799990,0.000000,-26.710550,1.617965,27.267830,349.311300,78.601300,1.642317,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390754,2025-12-21 16:23:10.754,1761.093000,2.072266,23,15,2,0.026313,0.003056,-0.042419,-0.187103,0.069870,0.979843,-26.746850,1.613663,27.234000,0.895683,0.243150,0.372307,0,8.87459755,38.3518219,29.8616943,Building,Surface,3.859665,3.872482,167.196100,0.000000,-26.710420,1.617690,27.268030,349.421100,78.669110,1.679623,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390765,2025-12-21 16:23:10.765,1761.104000,2.083130,23,15,2,0.015583,0.003005,-0.042733,-0.167069,0.064514,0.983826,-26.749050,1.613040,27.244610,0.905288,0.237537,0.352159,0,8.63167858,37.6500473,29.5473557,Building,Surface,3.827713,3.829300,41.548030,0.000000,-26.710240,1.617407,27.268120,349.516800,78.757830,1.701404,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390776,2025-12-21 16:23:10.776,1761.115000,2.094116,23,15,2,0.015583,0.003005,-0.042733,-0.167069,0.064514,0.983826,-26.748860,1.612713,27.244810,0.906277,0.235876,0.350731,0,8.57461739,37.5966644,29.5149212,Building,Surface,3.827713,3.829300,41.548030,0.000000,-26.710000,1.617005,27.268250,349.615200,78.853580,1.707381,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390787,2025-12-21 16:23:10.787,1761.126000,2.105347,23,15,2,0.022913,0.002895,-0.042241,-0.178162,0.079880,0.980743,-26.746830,1.612643,27.237810,0.899421,0.248505,0.359538,0,9.00264454,37.9296799,29.7375412,Building,Surface,3.866089,3.858215,41.299020,0.000000,-26.709780,1.616666,27.268300,349.709300,78.949560,1.718659,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390798,2025-12-21 16:23:10.798,1761.137000,2.116333,23,15,2,0.026313,0.003056,-0.042419,-0.187103,0.069870,0.979843,-26.746220,1.612514,27.234580,0.899892,0.236425,0.366443,0,8.63944149,38.125843,29.7213287,Building,Surface,3.859665,3.872482,10572.540000,0.000000,-26.709530,1.616233,27.268360,349.820500,79.066040,1.706619,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390809,2025-12-21 16:23:10.809,1761.148000,2.127441,23,15,2,0.026313,0.003056,-0.042419,-0.187103,0.069870,0.979843,-26.746030,1.612206,27.234690,0.901143,0.234617,0.364525,0,8.57566547,38.053833,29.6798534,Building,Surface,3.859665,3.872482,10572.540000,0.000000,-26.709260,1.615841,27.268390,349.927200,79.194110,1.716844,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390821,2025-12-21 16:23:10.821,1761.160000,2.138550,23,15,2,0.009830,0.002968,-0.042879,-0.150986,0.069641,0.986069,-26.749260,1.611220,27.250900,0.914854,0.234721,0.328522,0,8.47418785,36.8564949,29.238512,Building,Surface,3.829727,3.845047,656.737400,0.000000,-26.709020,1.615425,27.268410,350.031200,79.305260,1.748356,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390832,2025-12-21 16:23:10.832,1761.171000,2.149658,23,15,2,0.015969,0.003025,-0.042793,-0.177261,0.070068,0.981659,-26.747890,1.611108,27.244940,0.906904,0.232165,0.351583,0,8.45849705,37.6143951,29.4934254,Building,Surface,3.826416,3.944183,0.649203,0.000000,-26.708770,1.614992,27.268380,350.113300,79.434700,1.765633,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
1766305390843,2025-12-21 16:23:10.843,1761.182000,2.160645,23,15,2,0.030999,0.002994,-0.042221,-0.211609,0.036148,0.976669,-26.744500,1.611370,27.230310,0.902924,0.195546,0.382699,0,7.40341949,38.5658035,29.6194134,Building,Surface,3.798706,3.796341,0.649203,0.000000,-26.708520,1.614652,27.268350,350.180400,79.554100,1.820037,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,-1,0,0,1,1
