Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-19 14:26:37.112,1766125597112,4027.0340,2.042969,10,0,-22.5000,0.0700,44.7000,2.9070
2025-12-19 14:26:40.019,1766125600019,4029.9440,4.952637,9,0,-32.1000,0.0700,49.4000,2.7210
2025-12-19 14:26:42.740,1766125602740,4032.6650,7.673584,8,0,-39.1000,0.0700,52.3000,7.1530
2025-12-19 14:26:49.893,1766125609893,4039.3130,14.321530,26,0,-60.7000,0.0700,46.8000,3.9640
2025-12-19 14:26:53.857,1766125613857,4042.6920,17.701170,28,0,-77.6000,0.0700,44.5000,5.8760
2025-12-19 14:26:59.733,1766125619733,4048.0630,23.071290,23,0,-77.8000,0.0700,25.0900,4.9200
2025-12-19 14:27:04.653,1766125624653,4052.3960,27.405270,22,0,-77.3000,0.0700,12.7000,5.8420
2025-12-19 14:27:10.495,1766125630495,4057.6850,32.693360,21,0,-71.4000,0.0700,4.9000,15.5490
2025-12-19 14:27:26.044,1766125646044,4072.6580,47.666750,20,0,-59.1000,0.0700,4.9000,3.8530
2025-12-19 14:27:29.897,1766125649897,4076.0130,51.021730,19,0,-58.3000,0.0700,14.5000,6.3640
2025-12-19 14:27:36.261,1766125656261,4081.7990,56.807620,18,0,-55.2000,0.0700,23.0000,4.1090
2025-12-19 14:27:40.370,1766125660370,4085.4230,60.431880,17,0,-44.0000,0.0700,24.4000,3.1430
2025-12-19 14:27:43.513,1766125663513,4088.0070,63.015870,14,0,-36.1000,0.0700,27.1000,3.2980
2025-12-19 14:27:46.811,1766125666811,4091.3050,66.314210,15,0,-25.9000,0.0700,27.1000,3.1990
2025-12-19 14:27:50.010,1766125670010,4094.5040,69.512700,16,0,-13.4000,0.0700,33.0700,14.0160
2025-12-19 14:28:04.026,1766125684026,4108.5200,83.528810,15,0,-25.9000,0.0700,27.1000,3.0090
2025-12-19 14:28:07.035,1766125687035,4111.5300,86.538570,14,0,-36.1000,0.0700,27.1000,3.5550
2025-12-19 14:28:10.590,1766125690590,4114.5690,89.578130,12,0,-50.2000,0.0700,38.8000,9.2740
2025-12-19 14:28:19.864,1766125699864,4123.1520,98.160640,11,0,-49.8000,0.0700,46.2000,5.3410
2025-12-19 14:28:25.205,1766125705205,4128.4940,103.502400,26,0,-60.7000,0.0700,46.8000,0.7560
2025-12-19 14:28:25.961,1766125705961,4129.2490,104.257800,0,12,-59.5470,1.9000,50.8860,0.0000
