Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-28 11:30:53.148,1766892653148,1233.4320,2.045654,10,0,-22.5000,-0.0500,44.7000,11.3930
2025-12-28 11:31:04.541,1766892664541,1244.8270,13.440430,16,0,-13.4000,-0.0500,33.0700,29.6650
2025-12-28 11:31:34.206,1766892694206,1274.4910,43.104740,15,0,-25.9000,-0.0500,27.1000,10.1170
2025-12-28 11:31:44.323,1766892704323,1284.6090,53.222410,14,0,-36.1000,-0.0500,27.1000,11.7950
2025-12-28 11:31:56.118,1766892716118,1296.4030,65.016970,17,0,-44.0000,-0.0500,24.4000,4.4530
2025-12-28 11:32:00.571,1766892720571,1300.8570,69.470580,18,0,-55.2000,-0.0500,23.0000,11.7840
2025-12-28 11:32:12.355,1766892732355,1312.2180,80.831420,19,0,-58.3000,-0.0500,14.5000,9.0180
2025-12-28 11:32:21.373,1766892741373,1320.8360,89.449710,22,0,-77.3000,-0.0500,12.7000,11.3510
2025-12-28 11:32:32.724,1766892752724,1331.8480,100.461200,23,0,-77.8000,-0.0500,25.0900,5.0420
2025-12-28 11:32:37.766,1766892757766,1336.8900,105.503200,24,0,-74.5000,-0.0500,42.0000,11.6050
2025-12-28 11:32:49.371,1766892769371,1348.4960,117.109300,26,0,-60.7000,-0.0500,46.8000,0.9110
2025-12-28 11:32:50.282,1766892770282,1349.4060,118.019800,0,12,-59.5470,1.9000,50.8860,0.0000
