Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-24 14:38:07.234,1766558287234,228.0616,2.053162,10,0,-22.5000,-0.0600,44.7000,14.3260
2025-12-24 14:38:21.560,1766558301560,242.3887,16.380280,16,0,-13.4000,-0.0600,33.0700,12.8500
2025-12-24 14:38:34.410,1766558314410,255.2383,29.229800,15,0,-25.9000,-0.0600,27.1000,13.2490
2025-12-24 14:38:47.659,1766558327659,268.4877,42.479220,16,0,-13.4000,-0.0600,33.0700,23.8670
2025-12-24 14:39:11.526,1766558351526,292.3551,66.346620,10,0,-22.5000,-0.0600,44.7000,7.4290
2025-12-24 14:39:18.955,1766558358955,299.7847,73.776280,9,0,-32.1000,-0.0600,49.4000,8.2970
2025-12-24 14:39:27.252,1766558367252,308.0810,82.072570,8,0,-39.1000,-0.0600,52.3000,4.8090
2025-12-24 14:39:32.061,1766558372061,312.8899,86.881470,11,0,-49.8000,-0.0600,46.2000,3.9540
2025-12-24 14:39:36.015,1766558376015,316.8439,90.835420,26,0,-60.7000,-0.0600,46.8000,1.3100
2025-12-24 14:39:37.325,1766558377325,318.1546,92.146120,0,12,-59.5470,1.9000,50.8860,0.0000
