Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-23 15:10:58.892,1766473858892,1326.1310,2.049072,10,0,-22.5000,0.1000,44.7000,14.6250
2025-12-23 15:11:13.517,1766473873517,1340.7580,16.675900,16,0,-13.4000,0.1000,33.0700,10.7610
2025-12-23 15:11:24.278,1766473884278,1351.5200,27.437740,15,0,-25.9000,0.1000,27.1000,2.7990
2025-12-23 15:11:27.077,1766473887077,1354.3180,30.236450,14,0,-36.1000,0.1000,27.1000,3.1430
2025-12-23 15:11:30.220,1766473890220,1357.4610,33.379390,17,0,-44.0000,0.1000,24.4000,5.3090
2025-12-23 15:11:35.529,1766473895529,1362.7700,38.688230,18,0,-55.2000,0.1000,23.0000,4.0980
2025-12-23 15:11:39.627,1766473899627,1366.8680,42.786380,13,0,-50.2000,0.1000,30.1000,9.2840
2025-12-23 15:11:48.911,1766473908911,1376.1530,52.071040,14,0,-36.1000,0.1000,27.1000,2.7210
2025-12-23 15:11:51.632,1766473911632,1378.8740,54.791990,15,0,-25.9000,0.1000,27.1000,7.8750
2025-12-23 15:11:59.507,1766473919507,1386.7480,62.666260,16,0,-13.4000,0.1000,33.0700,20.5690
2025-12-23 15:12:20.076,1766473940076,1407.3170,83.234740,10,0,-22.5000,0.1000,44.7000,8.5180
2025-12-23 15:12:28.594,1766473948594,1415.8350,91.753050,9,0,-32.1000,0.1000,49.4000,4.4430
2025-12-23 15:12:33.037,1766473953037,1420.2780,96.195680,8,0,-39.1000,0.1000,52.3000,7.3960
2025-12-23 15:12:40.433,1766473960433,1427.6740,103.592400,11,0,-49.8000,0.1000,46.2000,4.6200
2025-12-23 15:12:45.053,1766473965053,1432.2940,108.212400,0,12,-59.5470,1.9000,50.8860,0.0000
