Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-22 13:50:51.245,1766382651245,1978.0790,2.053711,1,0,-85.6000,-0.0200,67.1000,8.7510
2025-12-22 13:50:59.996,1766382659996,1986.8310,10.805180,2,0,-74.4000,-0.0200,66.8000,2.9760
2025-12-22 13:51:02.972,1766382662972,1989.8070,13.781740,3,0,-54.9000,-0.0200,68.3000,0.1780
2025-12-22 13:51:03.150,1766382663150,1989.9850,13.959470,3,0,-54.9000,-0.0200,68.3000,0.2550
2025-12-22 13:51:03.405,1766382663405,1990.2410,14.214840,3,0,-54.9000,-0.0200,68.3000,1.7990
2025-12-22 13:51:05.204,1766382665204,1992.0400,16.013920,4,0,-38.5000,-0.0200,67.4000,0.2000
2025-12-22 13:51:05.404,1766382665404,1992.2400,16.213870,4,0,-38.5000,-0.0200,67.4000,0.2000
2025-12-22 13:51:05.604,1766382665604,1992.4400,16.413940,4,0,-38.5000,-0.0200,67.4000,2.5210
2025-12-22 13:51:08.125,1766382668125,1994.9610,18.934810,5,0,-32.2000,-0.0200,68.4000,2.7100
2025-12-22 13:51:10.835,1766382670835,1997.6710,21.644900,6,0,-22.9000,-0.0200,65.8000,0.0230
2025-12-22 13:51:10.858,1766382670858,1997.6930,21.667240,0,29,-10.2500,0.0000,66.1200,0.0000
