TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
2586,46,23,3,2352176,1,Male,175,T,2025-12-30 15:52:08.567,1767079990152,Y
