TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
1071,46,23,3,2554534,1,Female,160,T,2025-12-18 15:56:50.777,1766044397623,Y
