TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
145,138,23,8,2553919,0,Male,169,T,2025-12-05 19:46:41.496,1764934753680,Y
