TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
1163,138,23,8,2550229,1,Male,176,T,2025-12-21 10:11:17.507,1766282226009,Y
