Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-29 10:13:09.786,1766974389786,725.2485,2.047485,10,0,-22.5000,-0.0300,44.7000,6.0710
2025-12-29 10:13:15.857,1766974395857,731.3231,8.122070,9,0,-32.1000,-0.0300,49.4000,2.8430
2025-12-29 10:13:18.700,1766974398700,734.1663,10.965210,8,0,-39.1000,-0.0300,52.3000,2.7330
2025-12-29 10:13:21.433,1766974401433,736.8983,13.697270,11,0,-49.8000,-0.0300,46.2000,5.2530
2025-12-29 10:13:26.686,1766974406686,742.1515,18.950440,26,0,-60.7000,-0.0300,46.8000,8.0190
2025-12-29 10:13:34.705,1766974414705,750.1706,26.969540,28,0,-77.6000,-0.0300,44.5000,2.9430
2025-12-29 10:13:37.648,1766974417648,752.7823,29.581300,29,0,-85.7000,-0.0300,44.2000,3.2770
2025-12-29 10:13:40.925,1766974420925,755.8245,32.623410,30,0,-85.7000,-0.0300,55.1000,2.5870
2025-12-29 10:13:43.512,1766974423512,758.1418,34.940730,1,0,-85.6000,-0.0300,67.1000,1.2220
2025-12-29 10:13:44.734,1766974424734,759.3636,36.162600,0,9,-94.5700,0.0000,67.2600,0.0000
