Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-15 09:57:42.895,1765763862895,1156.4810,2.035645,10,0,-22.5000,0.1900,44.7000,12.4040
2025-12-15 09:57:55.299,1765763875299,1168.8870,14.441280,9,0,-32.1000,0.1900,49.4000,3.7200
2025-12-15 09:57:59.019,1765763879019,1172.6070,18.161870,8,0,-39.1000,0.1900,52.3000,12.5950
2025-12-15 09:58:11.614,1765763891614,1184.5900,30.144040,26,0,-60.7000,0.1900,46.8000,3.7640
2025-12-15 09:58:15.378,1765763895378,1187.8210,33.375730,28,0,-77.6000,0.1900,44.5000,4.0440
2025-12-15 09:58:19.422,1765763899422,1191.8640,37.418460,26,0,-60.7000,0.1900,46.8000,3.5860
2025-12-15 09:58:23.008,1765763903008,1194.7130,40.267460,7,0,-44.1000,0.1900,58.4000,3.8870
2025-12-15 09:58:26.895,1765763906895,1198.0860,43.640500,3,0,-54.9000,0.1900,68.3000,3.3990
2025-12-15 09:58:30.294,1765763910294,1200.9190,46.473630,2,0,-74.4000,0.1900,66.8000,3.0210
2025-12-15 09:58:33.315,1765763913315,1203.3710,48.925780,1,0,-85.6000,0.1900,67.1000,0.5440
2025-12-15 09:58:33.859,1765763913859,1203.9160,49.469970,0,9,-94.5700,0.0000,67.2600,0.0000
