UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1766545763015,2025-12-24 11:09:23.015,816.625500,2.064026,23,15,2,0.015322,0.012803,-0.056918,0.158737,-0.035492,0.986679,-26.130610,1.582795,27.034940,0.897871,0.018688,0.439854,0.000000,0.000000,0.000000,0.000000,0,0,3.486679,3.479721,0.000001,0.000000,-26.092970,1.575975,27.081580,355.829600,55.056960,353.510000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763026,2025-12-24 11:09:23.026,816.636700,2.075134,23,15,2,0.004529,0.013880,-0.058064,0.121536,-0.071655,0.989990,-26.137380,1.584988,27.042620,0.883944,-0.011886,0.467426,-14.133010,1.423571,33.390480,13.580370,Node16,NodeMarker,3.278931,3.379242,0.000626,0.000000,-26.092190,1.576019,27.080840,355.780000,55.662620,353.493400,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763036,2025-12-24 11:09:23.036,816.647500,2.085999,23,15,2,0.004529,0.013880,-0.058064,0.121536,-0.071655,0.989990,-26.136960,1.584993,27.042370,0.888764,-0.011114,0.458216,-14.188980,1.435583,33.202330,13.443270,Node16,NodeMarker,3.278931,3.379242,0.000626,0.000000,-26.091360,1.576072,27.080130,355.734500,56.259100,353.484600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763048,2025-12-24 11:09:23.048,816.658600,2.097107,23,15,2,0.014615,0.013473,-0.059149,0.171448,-0.091736,0.980896,-26.131900,1.583290,27.033210,0.913587,-0.036478,0.404964,-13.907750,1.095203,32.451790,13.380170,Node16,NodeMarker,3.355392,3.421890,0.000039,0.000000,-26.090530,1.576054,27.079360,355.681900,56.886590,353.466500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763059,2025-12-24 11:09:23.059,816.669700,2.108215,23,15,2,0.015322,0.012803,-0.056918,0.158737,-0.035492,0.986679,-26.129390,1.582709,27.033550,0.915902,0.021627,0.400811,-13.848770,1.872684,32.407720,13.408180,Node16,NodeMarker,3.486679,3.479721,0.000002,0.000000,-26.089760,1.576088,27.078540,355.649200,57.524600,353.445800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763070,2025-12-24 11:09:23.070,816.680800,2.119324,23,15,2,-0.000170,0.014409,-0.058412,0.144913,-0.077179,0.986420,-26.138590,1.585990,27.045230,0.912913,-0.017726,0.407746,-13.950080,1.349331,32.489140,13.351100,Node16,NodeMarker,3.235107,3.612289,0.000619,0.000000,-26.088960,1.576155,27.077790,355.623900,58.165400,353.425200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763081,2025-12-24 11:09:23.081,816.692000,2.130493,23,15,2,-0.000170,0.014409,-0.058412,0.144913,-0.077179,0.986420,-26.138210,1.585984,27.044980,0.917439,-0.016922,0.397492,-13.813170,1.358645,32.384960,13.434060,Node16,NodeMarker,3.235107,3.612289,0.000619,0.000000,-26.088220,1.576202,27.076980,355.573600,58.810510,353.396500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763092,2025-12-24 11:09:23.093,816.703100,2.141602,23,15,2,-0.004816,0.014967,-0.059324,0.245300,-0.059021,0.967636,-26.140980,1.586959,27.048160,0.957021,-0.011143,0.289761,0.000000,0.000000,0.000000,0.000000,0,0,3.276642,3.555206,0.000619,0.000000,-26.087460,1.576218,27.076200,355.518600,59.455070,353.353500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763103,2025-12-24 11:09:23.103,816.714200,2.152710,23,15,2,-0.029407,0.016619,-0.058574,0.376724,-0.065842,0.923966,-26.152320,1.591522,27.069180,0.988619,-0.035735,0.146024,0.000000,0.000000,0.000000,0.000000,0,0,3.321899,3.532089,0.000010,0.000000,-26.086740,1.576292,27.075450,355.448900,60.085940,353.292100,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766545763114,2025-12-24 11:09:23.114,816.725300,2.163818,23,15,2,-0.029407,0.016619,-0.058574,0.376724,-0.065842,0.923966,-26.151630,1.591509,27.069140,0.990154,-0.034891,0.135445,0.000000,0.000000,0.000000,0.000000,0,0,3.321899,3.532089,0.000010,0.000000,-26.085980,1.576330,27.074730,355.375300,60.705970,353.237300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
