UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel,HitObjectVariant,HitNormalX,HitNormalY,HitNormalZ,GazeValid,GazeHit
1766646480180,2025-12-25 15:08:00.180,1066.145000,2.057617,23,10,2,-0.002819,0.006823,-0.033831,0.048233,0.063736,0.996796,-22.353600,1.616863,44.327210,-0.849799,0.319383,0.419317,-47.3198051,11,56.6463013,29.3788109,Building,Surface,4.732407,4.325943,43061.200000,0.000000,-22.384650,1.618964,44.342390,344.617800,292.874400,352.626300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480192,2025-12-25 15:08:00.192,1066.156000,2.068604,23,10,2,-0.002166,0.006606,-0.033431,-0.001022,0.041306,0.999146,-22.353550,1.616900,44.328530,-0.872903,0.308532,0.377952,-48.9003487,11,55.8228378,30.4120674,Building,Surface,4.644531,4.126877,169192.800000,0.000000,-22.384330,1.619321,44.343100,344.384100,293.151200,352.570500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480202,2025-12-25 15:08:00.202,1066.167000,2.079468,23,10,2,-0.008407,0.006943,-0.033847,0.013779,0.032257,0.999374,-22.355100,1.618112,44.323140,-0.867795,0.301392,0.395063,-49.3682709,11,56.6208649,31.1282158,Building,Surface,4.615952,4.146179,41528.210000,0.000000,-22.384030,1.619660,44.343750,344.186000,293.404100,352.521800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480213,2025-12-25 15:08:00.213,1066.178000,2.090698,23,10,2,-0.014235,0.007178,-0.033924,0.016800,0.024750,0.999542,-22.356850,1.619236,44.318250,-0.866608,0.296778,0.401115,-49.7491913,11,56.9969673,31.6083736,Building,Surface,4.628754,4.108490,2723085.000000,0.000000,-22.383710,1.619949,44.344390,344.012500,293.643700,352.485700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480225,2025-12-25 15:08:00.225,1066.190000,2.102173,23,10,2,-0.014235,0.007178,-0.033924,0.016800,0.024750,0.999542,-22.356620,1.619441,44.318800,-0.864327,0.299665,0.403881,-49.4130745,11,56.961689,31.3031731,Building,Surface,4.628754,4.108490,2723085.000000,0.000000,-22.383380,1.620256,44.345030,343.838800,293.850500,352.466700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480235,2025-12-25 15:08:00.235,1066.201000,2.112915,23,10,2,-0.012696,0.007070,-0.033731,0.003494,0.004822,0.999970,-22.355980,1.619360,44.320770,-0.873647,0.285254,0.394138,-51.0860519,11,57.2820816,32.8847847,Building,Surface,4.588638,3.973984,664.831100,0.000000,-22.383020,1.620519,44.345590,343.673200,294.037200,352.465600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480246,2025-12-25 15:08:00.246,1066.212000,2.124023,23,10,2,0.023197,0.005217,-0.032415,-0.101440,-0.008087,0.994797,-22.344150,1.613563,44.354770,-0.910372,0.287183,0.297868,-52.0992241,11,54.0904465,32.6841354,Building,Surface,4.446106,3.940857,693107.000000,0.000000,-22.382760,1.620719,44.346160,343.526900,294.207900,352.449800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480258,2025-12-25 15:08:00.258,1066.223000,2.135010,23,10,2,0.023197,0.005217,-0.032415,-0.101440,-0.008087,0.994797,-22.343880,1.613703,44.355190,-0.908948,0.289452,0.300013,-51.819088,11,54.0839577,32.4274406,Building,Surface,4.446106,3.940857,693107.000000,0.000000,-22.382490,1.620946,44.346680,343.393800,294.360700,352.416600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480269,2025-12-25 15:08:00.269,1066.234000,2.146118,23,10,2,-0.014235,0.007178,-0.033924,0.016800,0.024750,0.999542,-22.355750,1.620025,44.320610,-0.856979,0.308858,0.412520,-48.3820839,11,56.8487854,30.369545,Building,Surface,4.628754,4.108490,10510.300000,0.000000,-22.382210,1.621160,44.347140,343.283900,294.503600,352.377800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480281,2025-12-25 15:08:00.281,1066.245000,2.157349,23,10,2,-0.012696,0.007070,-0.033731,0.003494,0.004822,0.999970,-22.355190,1.619895,44.322500,-0.867186,0.293619,0.402184,-50.0587616,11,57.1708755,31.9461288,Building,Surface,4.588638,3.973984,660.877800,0.000000,-22.381980,1.621331,44.347590,343.172000,294.634800,352.331400,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480291,2025-12-25 15:08:00.291,1066.256000,2.168335,23,10,2,0.023477,0.005154,-0.032342,-0.108337,-0.011246,0.994049,-22.343080,1.613878,44.356540,-0.908392,0.292468,0.298802,-51.4959412,11,53.9459419,32.0927505,Building,Surface,4.474457,3.941269,2691.387000,0.000000,-22.381730,1.621419,44.347970,343.086200,294.744800,352.277500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480303,2025-12-25 15:08:00.303,1066.267000,2.179443,23,10,2,0.023477,0.005154,-0.032342,-0.108337,-0.011246,0.994049,-22.342820,1.613964,44.356820,-0.907505,0.293768,0.300220,-51.3380623,11,53.9490013,31.9504585,Building,Surface,4.474457,3.941269,2691.387000,0.000000,-22.381470,1.621559,44.348320,343.011200,294.844800,352.246100,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480313,2025-12-25 15:08:00.313,1066.278000,2.190552,23,10,2,0.015931,0.005505,-0.032640,-0.111481,-0.027283,0.993378,-22.345130,1.615228,44.350110,-0.912606,0.279662,0.298179,-52.9699593,11,54.3562698,33.5570679,Building,Surface,4.442825,3.900330,10701.800000,0.000000,-22.381270,1.621642,44.348670,342.963400,294.922400,352.201300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480325,2025-12-25 15:08:00.325,1066.289000,2.201660,23,10,2,-0.011295,0.006740,-0.033159,-0.054077,-0.050369,0.997253,-22.354490,1.619775,44.325250,-0.900726,0.252591,0.353365,-55.8038673,11,57.4478149,37.135582,Building,Surface,4.404297,3.925674,10701.800000,0.000000,-22.381060,1.621671,44.348970,342.900000,295.002100,352.160500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480335,2025-12-25 15:08:00.335,1066.301000,2.212891,23,10,2,-0.011295,0.006740,-0.033159,-0.054077,-0.050369,0.997253,-22.354370,1.619784,44.325470,-0.900321,0.252883,0.354188,-55.7500801,11,57.4634018,37.0926743,Building,Surface,4.404297,3.925674,10701.800000,0.000000,-22.380920,1.621684,44.349220,342.884200,295.057800,352.133500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480346,2025-12-25 15:08:00.346,1066.312000,2.223877,23,10,2,-0.010986,0.006706,-0.033052,-0.067474,-0.062881,0.995728,-22.354240,1.619712,44.325990,-0.907896,0.242471,0.341925,-57.4773102,11,57.5537758,38.6858406,Building,Surface,4.359711,3.802124,2675.449000,0.000000,-22.380790,1.621652,44.349430,342.878500,295.098800,352.106100,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480358,2025-12-25 15:08:00.358,1066.323000,2.234985,23,10,2,0.012809,0.005675,-0.032825,-0.135864,-0.049149,0.989502,-22.345540,1.615617,44.348000,-0.924224,0.262560,0.277238,-55.3790283,11,54.2570038,35.7416573,Building,Surface,4.265640,3.684494,2675.574000,0.000000,-22.380700,1.621591,44.349600,342.884500,295.120400,352.087200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1766646480369,2025-12-25 15:08:00.369,1066.334000,2.246338,23,10,2,0.005687,0.005991,-0.032980,-0.119980,-0.063156,0.990753,-22.347970,1.616803,44.341580,-0.923793,0.247151,0.292400,-57.4201775,11,55.4426727,37.9649658,Building,Surface,4.308060,3.770569,169.223300,0.000000,-22.380620,1.621571,44.349760,342.911200,295.127200,352.077700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
