UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel,HitObjectVariant,HitNormalX,HitNormalY,HitNormalZ,GazeValid,GazeHit
1765679209727,2025-12-14 10:26:49.727,545.730300,2.052124,23,10,2,0.027177,-0.002281,-0.027467,-0.213562,0.217148,0.952484,-22.628110,1.661130,44.595970,-0.924189,0.309624,0.223599,-50.5034752,11,51.3401566,30.1618061,Building,Surface,5.330597,5.033112,0.000000,0.000000,-22.664330,1.666798,44.583570,354.797200,296.123800,358.081700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209738,2025-12-14 10:26:49.738,545.741400,2.063232,23,10,2,0.026693,-0.002298,-0.027500,-0.206604,0.216461,0.954178,-22.628450,1.661097,44.595590,-0.922738,0.308795,0.230643,-50.5348625,11,51.5709381,30.2429905,Building,Surface,5.291931,5.051178,0.000000,0.000000,-22.664500,1.666762,44.583640,354.798800,296.128500,358.093300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209749,2025-12-14 10:26:49.749,545.752400,2.074280,23,10,2,-0.002929,-0.003293,-0.029583,-0.186951,0.223862,0.956513,-22.639810,1.660895,44.568160,-0.915561,0.315632,0.249210,-49.729969,11,51.9419327,29.5883102,Building,Surface,5.270416,5.056580,0.000000,0.000000,-22.664660,1.666756,44.583730,354.801800,296.128200,358.106700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209761,2025-12-14 10:26:49.761,545.763500,2.085327,23,10,2,-0.002929,-0.003293,-0.029583,-0.186951,0.223862,0.956513,-22.639960,1.660841,44.568290,-0.915551,0.315523,0.249383,-49.7393379,11,51.9497757,29.59869,Building,Surface,5.270416,5.056580,0.000000,0.000000,-22.664810,1.666699,44.583870,354.807600,296.139100,358.111300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209772,2025-12-14 10:26:49.772,545.774500,2.096375,23,10,2,0.027177,-0.002281,-0.027467,-0.213562,0.217148,0.952484,-22.628750,1.661062,44.596340,-0.924222,0.309130,0.224144,-50.5498505,11,51.3678169,30.210207,Building,Surface,5.330597,5.033112,0.000000,0.000000,-22.664990,1.666705,44.583960,354.822100,296.159100,358.106900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209782,2025-12-14 10:26:49.782,545.785600,2.107422,23,10,2,0.026693,-0.002298,-0.027500,-0.206604,0.216461,0.954178,-22.629070,1.661026,44.596010,-0.922745,0.308160,0.231463,-50.5934067,11,51.6106339,30.3055382,Building,Surface,5.291931,5.051178,0.000000,0.000000,-22.665130,1.666670,44.584090,354.836500,296.175300,358.100200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209793,2025-12-14 10:26:49.793,545.796800,2.118652,23,10,2,0.026693,-0.002298,-0.027500,-0.206604,0.216461,0.954178,-22.629250,1.661012,44.596080,-0.922578,0.308083,0.232231,-50.5955582,11,51.6357498,30.3131676,Building,Surface,5.291931,5.051178,0.000000,0.000000,-22.665320,1.666658,44.584190,354.843700,296.219600,358.088900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209804,2025-12-14 10:26:49.804,545.807800,2.129639,23,10,2,-0.003476,-0.003304,-0.029639,-0.185303,0.223587,0.956894,-22.640850,1.660823,44.568210,-0.914969,0.314295,0.253031,-49.8288612,11,52.0869446,29.7143059,Building,Surface,5.261581,5.046600,0.000000,0.000000,-22.665490,1.666646,44.584350,354.871200,296.247500,358.079000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209815,2025-12-14 10:26:49.815,545.818900,2.140747,23,10,2,-0.001608,-0.003229,-0.029531,-0.183792,0.220306,0.957947,-22.640290,1.660844,44.570080,-0.915508,0.310702,0.255512,-50.1588554,11,52.2503242,30.0578976,Building,Surface,5.229675,5.039154,0.000000,0.000000,-22.665650,1.666632,44.584510,354.895500,296.281600,358.071100,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209827,2025-12-14 10:26:49.827,545.830200,2.152039,23,10,2,-0.001090,-0.003209,-0.029507,-0.182480,0.218552,0.958603,-22.640270,1.660817,44.570730,-0.915604,0.308586,0.257735,-50.3505058,11,52.3709335,30.2641888,Building,Surface,5.195068,5.039047,0.000000,0.000000,-22.665830,1.666588,44.584710,354.918700,296.324800,358.072500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209838,2025-12-14 10:26:49.838,545.841100,2.162964,23,10,2,-0.001090,-0.003209,-0.029507,-0.182480,0.218552,0.958603,-22.640460,1.660764,44.570950,-0.915374,0.308375,0.258803,-50.3628502,11,52.4088821,30.2850761,Building,Surface,5.195068,5.039047,0.000000,0.000000,-22.666010,1.666527,44.584960,354.934100,296.386400,358.059200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209849,2025-12-14 10:26:49.849,545.852300,2.174133,23,10,2,0.000626,-0.003118,-0.029484,-0.184433,0.217682,0.958420,-22.639920,1.660782,44.572670,-0.915998,0.307071,0.258117,-50.4989662,11,52.4230118,30.4134064,Building,Surface,5.170395,4.993057,0.000000,0.000000,-22.666200,1.666495,44.585170,354.965300,296.451500,358.052000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209860,2025-12-14 10:26:49.860,545.863400,2.185242,23,10,2,-0.000958,-0.003014,-0.030029,-0.186050,0.212540,0.959259,-22.640440,1.660909,44.571280,-0.917767,0.301610,0.258267,-51.0583,11,52.5682907,30.9636154,Building,Surface,5.071976,4.976318,0.000000,0.000000,-22.666510,1.666496,44.585470,354.996100,296.518700,358.041700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209871,2025-12-14 10:26:49.871,545.874500,2.196289,23,10,2,-0.000958,-0.003014,-0.030029,-0.186050,0.212540,0.959259,-22.640620,1.660818,44.571480,-0.917586,0.300950,0.259673,-51.1154594,11,52.6297379,31.0317974,Building,Surface,5.071976,4.976318,0.000000,0.000000,-22.666660,1.666382,44.585710,355.041400,296.594400,358.015500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209882,2025-12-14 10:26:49.882,545.885600,2.207458,23,10,2,-0.001090,-0.003209,-0.029507,-0.182480,0.218552,0.958603,-22.641380,1.660633,44.571820,-0.914692,0.306006,0.263975,-50.5579681,11,52.6283951,30.5199585,Building,Surface,5.195068,5.039047,0.000000,0.000000,-22.666870,1.666316,44.585980,355.089600,296.675100,358.003100,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
1765679209893,2025-12-14 10:26:49.893,545.896700,2.218506,23,10,2,0.000626,-0.003118,-0.029484,-0.184433,0.217682,0.958420,-22.640930,1.660680,44.573680,-0.915390,0.304164,0.263658,-50.7478676,11,52.6692657,30.7044258,Building,Surface,5.170395,4.993057,0.000000,0.000000,-22.667160,1.666298,44.586330,355.152100,296.760500,358.005600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off,,0,-1,0,1,1
