Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-22 16:25:47.292,1766391947292,759.0892,2.054138,15,0,-25.9000,0.1800,27.1000,7.7380
2025-12-22 16:25:55.030,1766391955030,766.8303,9.795166,16,0,-13.4000,0.1800,33.0700,14.8050
2025-12-22 16:26:09.835,1766391969835,781.6348,24.599670,10,0,-22.5000,0.1800,44.7000,7.5300
2025-12-22 16:26:17.365,1766391977365,789.1646,32.129460,9,0,-32.1000,0.1800,49.4000,2.9870
2025-12-22 16:26:20.352,1766391980352,792.1520,35.116940,8,0,-39.1000,0.1800,52.3000,10.7620
2025-12-22 16:26:31.114,1766391991114,802.9139,45.878850,12,0,-50.2000,0.1800,38.8000,2.8770
2025-12-22 16:26:33.991,1766391993991,805.7904,48.755310,18,0,-55.2000,0.1800,23.0000,2.7090
2025-12-22 16:26:36.700,1766391996700,808.5002,51.465150,19,0,-58.3000,0.1800,14.5000,3.8540
2025-12-22 16:26:40.554,1766392000554,811.9715,54.936400,20,0,-59.1000,0.1800,4.9000,0.6110
2025-12-22 16:26:41.165,1766392001165,812.5825,55.547360,0,1,-59.4200,0.9960,0.5200,0.0000
