Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-09 19:03:54.683,1765278234683,654.8119,2.037415,15,0,-25.9000,0.2800,27.1000,9.2490
2025-12-09 19:04:03.932,1765278243932,664.0634,11.288880,16,0,-13.4000,0.2800,33.0700,17.9140
2025-12-09 19:04:21.846,1765278261846,681.9774,29.202940,10,0,-22.5000,0.2800,44.7000,3.3870
2025-12-09 19:04:25.233,1765278265233,684.8707,32.096190,9,0,-32.1000,0.2800,49.4000,3.1430
2025-12-09 19:04:28.376,1765278268376,687.4365,34.661990,8,0,-39.1000,0.2800,52.3000,3.0880
2025-12-09 19:04:31.464,1765278271464,690.0436,37.269170,11,0,-49.8000,0.2800,46.2000,3.1650
2025-12-09 19:04:34.629,1765278274629,693.2089,40.434390,12,0,-50.2000,0.2800,38.8000,3.2430
2025-12-09 19:04:37.872,1765278277872,695.8633,43.088870,18,0,-55.2000,0.2800,23.0000,2.9760
2025-12-09 19:04:40.848,1765278280848,698.3584,45.583920,19,0,-58.3000,0.2800,14.5000,1.2450
2025-12-09 19:04:42.093,1765278282093,699.6021,46.827640,0,2,-71.5000,1.0047,0.5200,0.0000
