Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-16 09:23:22.930,1765848202930,1440.9040,2.034424,15,0,-25.9000,-0.1000,27.1000,6.4280
2025-12-16 09:23:29.358,1765848209358,1447.3350,8.464966,16,0,-13.4000,-0.1000,33.0700,16.1370
2025-12-16 09:23:45.495,1765848225495,1463.4720,24.602050,15,0,-25.9000,-0.1000,27.1000,2.3880
2025-12-16 09:23:47.883,1765848227883,1465.8600,26.989990,14,0,-36.1000,-0.1000,27.1000,3.5100
2025-12-16 09:23:51.393,1765848231393,1469.3690,30.499510,17,0,-44.0000,-0.1000,24.4000,5.1410
2025-12-16 09:23:56.534,1765848236534,1474.5110,35.641480,13,0,-50.2000,-0.1000,30.1000,3.6100
2025-12-16 09:24:00.144,1765848240144,1477.5390,38.669190,25,0,-63.2000,-0.1000,36.0000,5.3430
2025-12-16 09:24:05.487,1765848245487,1482.3950,43.525020,18,0,-55.2000,-0.1000,23.0000,4.2200
2025-12-16 09:24:09.707,1765848249707,1486.0400,47.169800,19,0,-58.3000,-0.1000,14.5000,4.6640
2025-12-16 09:24:14.371,1765848254371,1490.2280,51.357670,20,0,-59.1000,-0.1000,4.9000,0.4450
2025-12-16 09:24:14.816,1765848254816,1490.6720,51.802000,0,1,-59.4200,0.9633,0.5200,0.0000
