UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1766391947297,2025-12-22 16:25:47.297,759.100500,2.065430,23,15,0,0.032535,0.007572,-0.033353,0.112488,-0.183304,0.976593,-25.942380,1.624497,26.431930,-0.184600,-0.396938,-0.899083,0.000000,0.000000,0.000000,0.000000,0,0,2.491776,2.685257,0.002490,0.000000,-25.912410,1.609563,26.398660,12.934210,184.530700,0.160573,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947308,2025-12-22 16:25:47.308,759.111600,2.076538,23,15,1,-0.027097,0.000790,-0.019771,0.045151,0.260727,0.964340,-25.883370,1.616124,26.415700,-0.117390,0.054111,-0.991595,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,5.161972,0.000619,0.000000,-25.911790,1.611274,26.398540,12.028310,184.184400,0.093753,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947319,2025-12-22 16:25:47.319,759.122600,2.087524,23,15,1,-0.027808,0.004441,-0.025961,-0.285111,-0.253449,0.924362,-25.881800,1.622193,26.421200,0.226781,-0.427825,-0.874932,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,1.979492,0.000619,0.000000,-25.911200,1.612819,26.398510,11.169360,183.849100,0.024469,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947329,2025-12-22 16:25:47.329,759.133600,2.098511,23,15,1,-0.027808,0.004441,-0.025961,-0.285111,-0.253449,0.924362,-25.881260,1.623386,26.421670,0.231797,-0.415312,-0.879634,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,1.979492,0.000619,0.000000,-25.910530,1.614324,26.398690,10.360950,183.518000,359.949000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947341,2025-12-22 16:25:47.341,759.144800,2.109741,23,15,0,0.032535,0.007572,-0.033353,0.112488,-0.183304,0.976593,-25.940620,1.628703,26.432190,-0.164192,-0.343971,-0.924507,0.000000,0.000000,0.000000,0.000000,0,0,2.491776,2.685257,0.000010,0.000000,-25.909890,1.615721,26.398780,9.611420,183.208800,359.905500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947352,2025-12-22 16:25:47.352,759.155900,2.120789,23,15,1,-0.027097,0.000790,-0.019771,0.045151,0.260727,0.964340,-25.881310,1.620841,26.416900,-0.095821,0.107727,-0.989537,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,5.161972,0.002475,0.000000,-25.909350,1.616927,26.398890,8.932345,182.892100,359.863600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947363,2025-12-22 16:25:47.363,759.167000,2.131897,23,15,1,-0.027097,0.000790,-0.019771,0.045151,0.260727,0.964340,-25.880830,1.621823,26.417340,-0.090611,0.119291,-0.988700,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,5.161972,0.002475,0.000000,-25.908770,1.618119,26.399140,8.263068,182.584500,359.827400,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947374,2025-12-22 16:25:47.374,759.178200,2.143127,23,15,1,-0.027776,0.004550,-0.026487,-0.254684,-0.180588,0.949997,-25.879510,1.627384,26.423790,0.218540,-0.303685,-0.927355,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,2.318542,0.039110,0.000000,-25.908270,1.619275,26.399280,7.596065,182.284000,359.796900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947385,2025-12-22 16:25:47.385,759.189300,2.154175,23,15,1,-0.027713,0.006354,-0.033093,-0.177506,0.198227,0.963944,-25.878960,1.630772,26.430580,0.142533,0.080423,-0.986512,0.000000,0.000000,0.000000,0.000000,0,0,-1.000000,2.947937,0.000155,0.000000,-25.907750,1.620348,26.399490,6.970248,181.994700,359.791700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947396,2025-12-22 16:25:47.396,759.200400,2.165283,23,15,0,0.032465,0.008954,-0.032597,-0.317200,0.187271,0.929672,-25.938810,1.633727,26.432060,0.288267,0.083872,-0.953857,0.000000,0.000000,0.000000,0.000000,0,0,3.175705,2.993240,0.002460,0.000000,-25.907260,1.621325,26.399700,6.387591,181.703000,359.783000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766391947408,2025-12-22 16:25:47.408,759.211500,2.176392,23,15,0,0.032465,0.008954,-0.032597,-0.317200,0.187271,0.929672,-25.938510,1.634337,26.432300,0.292982,0.092975,-0.951575,0.000000,0.000000,0.000000,0.000000,0,0,3.175705,2.993240,0.002460,0.000000,-25.906810,1.622235,26.399970,5.832907,181.422400,359.790300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
