UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1765278234688,2025-12-09 19:03:54.688,654.823100,2.048645,23,15,2,0.017083,0.009095,-0.051690,-0.360138,-0.003922,0.932877,-25.754680,1.839032,27.100070,-0.997419,0.035486,-0.062205,0.000000,0.000000,0.000000,0.000000,0,0,3.134598,3.302841,0.000010,0.000000,-25.809450,1.832206,27.099710,357.026100,287.541200,1.433469,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234699,2025-12-09 19:03:54.699,654.834400,2.059875,23,15,2,-0.003208,0.008366,-0.050726,-0.345474,-0.006897,0.938385,-25.761670,1.837835,27.080680,-0.997984,0.033316,-0.053705,-35.589520,2.165919,26.551810,9.847541,Node14,NodeMarker,3.165512,3.295654,0.000009,0.000000,-25.809480,1.832241,27.099000,356.980300,287.123700,1.533687,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234713,2025-12-09 19:03:54.713,654.847700,2.073242,23,15,2,-0.013836,0.008071,-0.050600,-0.327774,-0.000839,0.944748,-25.764730,1.837285,27.070110,-0.998274,0.040279,-0.042579,-35.533820,2.231458,26.653430,9.785906,Node14,NodeMarker,3.147339,3.236435,0.009593,0.000000,-25.809480,1.832323,27.098210,356.940300,286.698200,1.630006,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234721,2025-12-09 19:03:54.721,654.856300,2.081848,23,15,2,-0.013836,0.008071,-0.050600,-0.327774,-0.000839,0.944748,-25.764600,1.837308,27.069630,-0.997928,0.040518,-0.049827,-35.606060,2.236890,26.578250,9.861815,Node14,NodeMarker,3.147339,3.236435,0.009593,0.000000,-25.809550,1.832411,27.097420,356.892800,286.281300,1.725343,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234732,2025-12-09 19:03:54.732,654.867400,2.092957,23,15,2,-0.001687,0.008065,-0.049651,-0.313675,0.022324,0.949265,-25.761930,1.837741,27.081060,-0.996953,0.064669,-0.043549,-35.856220,2.492524,26.640130,10.125110,Node14,NodeMarker,3.296906,3.257492,0.000010,0.000000,-25.809520,1.832480,27.096590,356.843400,285.852600,1.808069,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234743,2025-12-09 19:03:54.743,654.878600,2.104126,23,15,2,-0.003208,0.008366,-0.050726,-0.345474,-0.006897,0.938385,-25.761170,1.837960,27.078850,-0.995922,0.034194,-0.083285,0.000000,0.000000,0.000000,0.000000,0,0,3.165512,3.295654,0.000009,0.000000,-25.809510,1.832553,27.095790,356.795000,285.417800,1.891732,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234755,2025-12-09 19:03:54.755,654.889600,2.115173,23,15,2,-0.003208,0.008366,-0.050726,-0.345474,-0.006897,0.938385,-25.761030,1.838006,27.078330,-0.995265,0.034591,-0.090649,0.000000,0.000000,0.000000,0.000000,0,0,3.165512,3.295654,0.000009,0.000000,-25.809500,1.832651,27.094930,356.742200,284.992600,1.969687,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234765,2025-12-09 19:03:54.765,654.900800,2.126343,23,15,2,-0.013836,0.008071,-0.050600,-0.327774,-0.000839,0.944748,-25.763740,1.837415,27.067580,-0.995907,0.041950,-0.079962,0.000000,0.000000,0.000000,0.000000,0,0,3.147339,3.236435,0.000038,0.000000,-25.809510,1.832773,27.094050,356.694800,284.546400,2.045705,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234776,2025-12-09 19:03:54.776,654.911900,2.137451,23,15,2,0.002782,0.007964,-0.048900,-0.309494,0.029755,0.950424,-25.761100,1.838060,27.083560,-0.994790,0.073967,-0.069991,0.000000,0.000000,0.000000,0.000000,0,0,3.325058,3.070831,0.000155,0.000000,-25.809500,1.832879,27.093160,356.639400,284.109300,2.120087,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1765278234787,2025-12-09 19:03:54.787,654.923000,2.148499,23,15,2,0.022951,0.007891,-0.046792,-0.330017,0.039017,0.943161,-25.758270,1.838961,27.103080,-0.991599,0.082240,-0.099769,0.000000,0.000000,0.000000,0.000000,0,0,3.324966,3.277878,0.000607,0.000000,-25.809510,1.832988,27.092250,356.599900,283.668900,2.194779,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
