Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-18 15:56:52.832,1766044612832,226.6307,2.041367,10,0,-22.5000,0.1500,44.7000,6.7060
2025-12-18 15:56:59.538,1766044619538,233.3387,8.749298,9,0,-32.1000,0.1500,49.4000,3.1540
2025-12-18 15:57:02.692,1766044622692,236.4929,11.903500,8,0,-39.1000,0.1500,52.3000,5.1540
2025-12-18 15:57:07.846,1766044627846,241.0614,16.472060,11,0,-49.8000,0.1500,46.2000,19.2140
2025-12-18 15:57:27.060,1766044647060,259.7417,35.152360,12,0,-50.2000,0.1500,38.8000,10.4610
2025-12-18 15:57:37.521,1766044657521,269.5279,44.938520,13,0,-50.2000,0.1500,30.1000,8.9620
2025-12-18 15:57:46.483,1766044666483,277.9693,53.379900,14,0,-36.1000,0.1500,27.1000,9.0180
2025-12-18 15:57:55.501,1766044675501,286.9873,62.397930,15,0,-25.9000,0.1500,27.1000,14.8060
2025-12-18 15:58:10.307,1766044690307,301.7920,77.202620,16,0,-13.4000,0.1500,33.0700,18.3240
2025-12-18 15:58:28.631,1766044708631,320.1169,95.527510,15,0,-25.9000,0.1500,27.1000,2.0880
2025-12-18 15:58:30.719,1766044710719,322.2047,97.615370,0,28,-30.8700,1.9000,30.9900,0.0000
