UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1766286190078,2025-12-21 11:03:10.078,1803.787000,2.060059,23,1,2,-0.004139,0.014760,-0.056809,-0.391083,-0.199677,0.898422,-84.549750,1.653216,66.473980,-0.564730,0.020159,0.825017,0.000000,0.000000,0.000000,0.000000,0,0,3.858231,3.016235,186917700.000000,0.000000,-84.557390,1.650983,66.532280,347.434000,349.235100,357.096300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190089,2025-12-21 11:03:10.089,1803.798000,2.071167,23,1,2,-0.006839,0.014919,-0.057756,-0.380524,-0.199356,0.903015,-84.552130,1.653379,66.472610,-0.558266,0.020171,0.829403,-90.810140,1.879490,75.770000,11.209610,Target10,Target,3.813385,3.019226,190338400000.000000,0.000000,-84.557530,1.651012,66.532360,347.483200,349.024200,357.094200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190100,2025-12-21 11:03:10.100,1803.809000,2.082153,23,1,2,-0.006839,0.014919,-0.057756,-0.380524,-0.199356,0.903015,-84.552060,1.653424,66.472710,-0.561287,0.019359,0.827381,-90.859250,1.870961,75.770000,11.236890,Target10,Target,3.813385,3.019226,190338400000.000000,0.000000,-84.557680,1.651008,66.532440,347.530500,348.814000,357.102000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190111,2025-12-21 11:03:10.111,1803.820000,2.093262,23,1,2,-0.001837,0.014640,-0.056026,-0.395691,-0.206879,0.894760,-84.547490,1.653325,66.475540,-0.579045,0.009946,0.815214,-91.149310,1.766721,75.770000,11.401050,Target10,Target,3.858246,3.022675,2973907000.000000,0.000012,-84.557910,1.650996,66.532490,347.589900,348.544300,357.116000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190123,2025-12-21 11:03:10.123,1803.832000,2.104492,23,1,2,-0.004139,0.014760,-0.056809,-0.391083,-0.199677,0.898422,-84.549530,1.653422,66.474370,-0.578619,0.016622,0.815416,-91.145710,1.842907,75.770000,11.399740,Target10,Target,3.858231,3.016235,12098530000.000000,0.000012,-84.558140,1.650980,66.532520,347.640200,348.259000,357.131300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190134,2025-12-21 11:03:10.134,1803.843000,2.115479,23,1,2,-0.004139,0.014760,-0.056809,-0.391083,-0.199677,0.898422,-84.549500,1.653540,66.474410,-0.582956,0.015435,0.812345,-91.220210,1.830157,75.770000,11.442790,Target10,Target,3.858231,3.016235,12098530000.000000,0.000012,-84.558430,1.651029,66.532520,347.707500,347.950800,357.147600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190145,2025-12-21 11:03:10.145,1803.854000,2.126709,23,1,2,-0.008690,0.015027,-0.058425,-0.374252,-0.196137,0.906342,-84.553540,1.653783,66.471850,-0.572273,0.019126,0.819833,-91.043980,1.870702,75.770000,11.341450,Target10,Target,3.798477,3.022690,12030890000.000000,0.000000,-84.558710,1.651099,66.532520,347.742600,347.639800,357.157500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190156,2025-12-21 11:03:10.156,1803.865000,2.137817,23,1,2,-0.006502,0.014866,-0.057523,-0.377289,-0.201843,0.903809,-84.551610,1.653919,66.473260,-0.580295,0.012916,0.814278,-91.176930,1.801386,75.770000,11.416920,Target10,Target,3.781876,3.033051,48657290000.000000,0.000001,-84.559070,1.651300,66.532500,347.750600,347.280900,357.175900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190167,2025-12-21 11:03:10.167,1803.876000,2.149048,23,1,2,-0.006585,0.014865,-0.057521,-0.375595,-0.203537,0.904144,-84.551700,1.654167,66.473290,-0.584191,0.011803,0.811516,-91.244190,1.789382,75.770000,11.455840,Target10,Target,3.789215,3.033295,48657290000.000000,0.000001,-84.559480,1.651577,66.532500,347.719500,346.908400,357.168400,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766286190178,2025-12-21 11:03:10.178,1803.887000,2.159912,23,1,2,-0.006585,0.014865,-0.057521,-0.375595,-0.203537,0.904144,-84.551730,1.654424,66.473300,-0.589705,0.012530,0.807507,-91.340910,1.798681,75.770000,11.512710,Target10,Target,3.789215,3.033295,48657290000.000000,0.000001,-84.559910,1.651884,66.532460,347.671400,346.516500,357.175600,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
