UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1767081130633,2025-12-30 15:52:10.633,1024.191000,2.065125,23,10,2,-0.010626,0.007379,-0.054048,0.087280,0.285172,0.954483,-22.547770,1.638019,44.891350,0.842521,0.482182,-0.240080,0.000000,0.000000,0.000000,0.000000,0,0,2.623657,2.498642,0.000619,0.000000,-22.497750,1.643406,44.867750,348.327100,103.118400,8.806423,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130644,2025-12-30 15:52:10.644,1024.202000,2.076233,23,10,2,-0.003414,0.008043,-0.055213,0.066071,0.311478,0.947937,-22.551000,1.639537,44.884750,0.836918,0.504622,-0.211882,0.000000,0.000000,0.000000,0.000000,0,0,2.562469,2.547897,0.000619,0.000000,-22.497890,1.643526,44.867780,348.226300,102.998400,8.697635,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130655,2025-12-30 15:52:10.655,1024.213000,2.087219,23,10,2,-0.009013,0.008722,-0.056959,0.090836,0.344101,0.934525,-22.551510,1.639041,44.890510,0.811896,0.538279,-0.225993,0.000000,0.000000,0.000000,0.000000,0,0,2.485809,2.483139,0.000619,0.000000,-22.498010,1.643618,44.867750,348.141600,102.930200,8.562570,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130667,2025-12-30 15:52:10.667,1024.224000,2.098328,23,10,2,-0.009013,0.008722,-0.056959,0.090836,0.344101,0.934525,-22.551730,1.639045,44.890390,0.811138,0.539361,-0.226137,0.000000,0.000000,0.000000,0.000000,0,0,2.485809,2.483139,0.000619,0.000000,-22.498200,1.643676,44.867690,348.060800,102.885500,8.406191,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130677,2025-12-30 15:52:10.677,1024.235000,2.109436,23,10,2,-0.028057,0.008947,-0.058424,0.124573,0.341995,0.931397,-22.548580,1.636243,44.908790,0.799404,0.541973,-0.259223,0.000000,0.000000,0.000000,0.000000,0,0,2.382172,2.506668,0.000626,0.000000,-22.498390,1.643653,44.867490,348.015300,102.901500,8.252851,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130688,2025-12-30 15:52:10.688,1024.246000,2.120422,23,10,2,-0.002650,0.008998,-0.057450,0.093170,0.337540,0.936676,-22.554170,1.640036,44.884030,0.812324,0.534833,-0.232508,0.000000,0.000000,0.000000,0.000000,0,0,2.391769,2.497421,0.000155,0.000000,-22.498550,1.643659,44.867250,347.975300,102.948000,8.116455,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130699,2025-12-30 15:52:10.699,1024.257000,2.131653,23,10,2,-0.002650,0.008998,-0.057450,0.093170,0.337540,0.936676,-22.554350,1.640013,44.883880,0.811552,0.535320,-0.234075,0.000000,0.000000,0.000000,0.000000,0,0,2.391769,2.497421,0.000155,0.000000,-22.498740,1.643667,44.867060,347.935400,103.009300,7.984716,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130711,2025-12-30 15:52:10.711,1024.268000,2.142761,23,10,2,-0.009013,0.008722,-0.056959,0.090836,0.344101,0.934525,-22.552350,1.639042,44.889640,0.808227,0.541055,-0.232426,0.000000,0.000000,0.000000,0.000000,0,0,2.485809,2.483139,0.039839,0.000000,-22.498900,1.643721,44.866790,347.919500,103.121000,7.866768,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130722,2025-12-30 15:52:10.722,1024.279000,2.153870,23,10,2,-0.028057,0.008947,-0.058424,0.124573,0.341995,0.931397,-22.549100,1.636449,44.908050,0.796142,0.543153,-0.266688,0.000000,0.000000,0.000000,0.000000,0,0,2.382172,2.506668,0.629687,0.000000,-22.499110,1.643747,44.866480,347.892200,103.246200,7.773794,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1767081130733,2025-12-30 15:52:10.733,1024.290000,2.164856,23,10,2,0.018483,0.009256,-0.057121,0.059769,0.346222,0.936234,-22.560090,1.643230,44.863060,0.816094,0.539440,-0.207295,0.000000,0.000000,0.000000,0.000000,0,0,2.403397,2.448868,0.000615,0.000000,-22.499420,1.643802,44.866170,347.908300,103.382600,7.709888,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
