TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
2329,92,23,5,2452233,1,Female,167,T,2025-12-29 10:43:47.527,1766975473074,Y
