TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
2480,92,23,5,2552688,0,Male,179,T,2025-12-30 09:07:40.897,1767056745883,Y
