TaskCount,TaskOrder,SceneID,TaskID,TesterID,Age,Gender,Height,Eyetracking,TimeStamp,UnixTimestamp,TaskValidity
268,150,23,10,2154266,1,Female,158,T,2025-12-09 19:50:34.797,1765279795833,Y
