Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-15 13:57:26.001,1765778246001,299.1876,2.038361,15,0,-25.9000,0.0200,27.1000,3.2740
2025-12-15 13:57:29.275,1765778249275,302.4637,5.314514,16,0,-13.4000,0.0200,33.0700,39.2820
2025-12-15 13:58:08.557,1765778288557,341.7458,44.596620,10,0,-22.5000,0.0200,44.7000,4.4090
2025-12-15 13:58:12.966,1765778292966,345.5782,48.429050,9,0,-32.1000,0.0200,49.4000,4.3320
2025-12-15 13:58:17.298,1765778297298,349.3992,52.249970,8,0,-39.1000,0.0200,52.3000,3.3880
2025-12-15 13:58:20.686,1765778300686,352.7866,55.637360,12,0,-50.2000,0.0200,38.8000,6.4300
2025-12-15 13:58:27.116,1765778307116,358.5171,61.367890,11,0,-49.8000,0.0200,46.2000,10.2510
2025-12-15 13:58:37.367,1765778317367,368.7680,71.618800,8,0,-39.1000,0.0200,52.3000,9.0290
2025-12-15 13:58:46.396,1765778326396,377.7976,80.648380,9,0,-32.1000,0.0200,49.4000,4.3080
2025-12-15 13:58:50.704,1765778330704,382.1064,84.957180,8,0,-39.1000,0.0200,52.3000,2.7880
2025-12-15 13:58:53.492,1765778333492,384.8940,87.744810,11,0,-49.8000,0.0200,46.2000,3.1550
2025-12-15 13:58:56.647,1765778336647,388.0481,90.898930,12,0,-50.2000,0.0200,38.8000,2.5990
2025-12-15 13:58:59.246,1765778339246,390.6470,93.497770,17,0,-44.0000,0.0200,24.4000,3.5320
2025-12-15 13:59:02.778,1765778342778,394.1790,97.029820,0,17,-43.7700,1.7500,22.1440,0.0000
