Timestamp,UnixTimestamp,RecordingTime(s),SceneTime(s),NodeID,TargetID,PositionX,PositionY,PositionZ,DecTime(s)
2025-12-28 14:58:11.610,1766905091610,550.8558,2.044006,15,0,-25.9000,0.1100,27.1000,8.6280
2025-12-28 14:58:20.238,1766905100238,559.4852,10.673460,16,0,-13.4000,0.1100,33.0700,20.6350
2025-12-28 14:58:40.873,1766905120873,580.1204,31.308590,15,0,-25.9000,0.1100,27.1000,2.7760
2025-12-28 14:58:43.649,1766905123649,582.8969,34.085140,14,0,-36.1000,0.1100,27.1000,4.3320
2025-12-28 14:58:47.981,1766905127981,587.2287,38.416930,17,0,-44.0000,0.1100,24.4000,5.9970
2025-12-28 14:58:53.978,1766905133978,593.2255,44.413700,13,0,-50.2000,0.1100,30.1000,7.3520
2025-12-28 14:59:01.330,1766905141330,600.5777,51.765930,18,0,-55.2000,0.1100,23.0000,2.5770
2025-12-28 14:59:03.907,1766905143907,603.1544,54.342590,19,0,-58.3000,0.1100,14.5000,13.3710
2025-12-28 14:59:17.278,1766905157278,616.1509,67.339170,20,0,-59.1000,0.1100,4.9000,7.1420
2025-12-28 14:59:24.420,1766905164420,622.9157,74.103940,21,0,-71.4000,0.1100,4.9000,10.8170
2025-12-28 14:59:35.237,1766905175237,633.4164,84.604610,22,0,-77.3000,0.1100,12.7000,2.8100
2025-12-28 14:59:38.047,1766905178047,636.2260,87.414250,23,0,-77.8000,0.1100,25.0900,2.6870
2025-12-28 14:59:40.734,1766905180734,638.9138,90.102050,28,0,-77.6000,0.1100,44.5000,3.0550
2025-12-28 14:59:43.789,1766905183789,641.9681,93.156310,27,0,-71.5000,0.1100,54.5000,3.4200
2025-12-28 14:59:47.209,1766905187209,645.0593,96.247500,2,0,-74.4000,0.1100,66.8000,10.2180
2025-12-28 14:59:57.427,1766905197427,654.9745,106.162800,1,0,-85.6000,0.1100,67.1000,7.4300
2025-12-28 15:00:04.857,1766905204857,662.4048,113.593000,2,0,-74.4000,0.1100,66.8000,2.9980
2025-12-28 15:00:07.855,1766905207855,665.0503,116.238500,3,0,-54.9000,0.1100,68.3000,2.6210
2025-12-28 15:00:10.476,1766905210476,667.6713,118.859600,4,0,-38.5000,0.1100,67.4000,4.2650
2025-12-28 15:00:14.741,1766905214741,671.6406,122.828800,5,0,-32.2000,0.1100,68.4000,3.3770
2025-12-28 15:00:18.118,1766905218118,674.7656,125.953800,6,0,-22.9000,0.1100,65.8000,11.0830
2025-12-28 15:00:29.201,1766905229201,685.8495,137.037700,4,0,-38.5000,0.1100,67.4000,4.9760
2025-12-28 15:00:34.177,1766905234177,690.8249,142.013100,7,0,-44.1000,0.1100,58.4000,4.4860
2025-12-28 15:00:38.663,1766905238663,695.3118,146.500000,8,0,-39.1000,0.1100,52.3000,3.9320
2025-12-28 15:00:42.595,1766905242595,699.2435,150.431700,9,0,-32.1000,0.1100,49.4000,2.5880
2025-12-28 15:00:45.183,1766905245183,701.8311,153.019300,10,0,-22.5000,0.1100,44.7000,5.5080
2025-12-28 15:00:50.691,1766905250691,707.3397,158.528000,16,0,-13.4000,0.1100,33.0700,13.6730
2025-12-28 15:01:04.364,1766905264364,721.0112,172.199500,10,0,-22.5000,0.1100,44.7000,4.1090
2025-12-28 15:01:08.473,1766905268473,725.1205,176.308700,9,0,-32.1000,0.1100,49.4000,3.1090
2025-12-28 15:01:11.582,1766905271582,728.2303,179.418500,8,0,-39.1000,0.1100,52.3000,2.6440
2025-12-28 15:01:14.226,1766905274226,730.8734,182.061600,12,0,-50.2000,0.1100,38.8000,4.0640
2025-12-28 15:01:18.290,1766905278290,734.9383,186.126500,17,0,-44.0000,0.1100,24.4000,0.8220
2025-12-28 15:01:19.112,1766905279112,735.7602,186.948400,0,17,-43.7700,1.7500,22.1440,0.0000
