TaskOrder,ParticipantID,SourceFile,Timestamp,FrameIndex,SceneID,NodeID,GazeValid,HitStatus,Category,ObjectName,HitPointX,HitPointY,HitPointZ,HitDistance,DeltaTime,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.7170000000001,483,23,12,1,ValidHit,commercial,C6,-54.4829636,1.30895352,53.9871368,15.9597797,0.0109999999,-50.4726181,1.61626101,38.5424881,-0.251277,-0.0192549992,0.967718005
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.7280000000001,484,23,12,1,ValidHit,commercial,C6,-54.5704994,0.976532757,53.9223022,15.9291544,0.0109999999,-50.4729004,1.61625302,38.5424995,-0.257236987,-0.0401600003,0.965505004
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.739,485,23,12,1,ValidHit,commercial,C6,-54.57407,0.986167848,53.9196625,15.9272041,0.0109999999,-50.4731293,1.61623704,38.5423698,-0.257477999,-0.0395589992,0.965465009
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.75,486,23,12,1,ValidHit,commercial,C6,-54.3781433,1.08875465,54.0647774,16.0148888,0.0109999999,-50.4733391,1.61620605,38.5421791,-0.243823007,-0.032935001,0.969259977
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.761,487,23,12,1,ValidHit,commercial,C6,-54.5014038,1.34919226,53.973484,15.9508781,0.0109999999,-50.4734802,1.61626005,38.5418587,-0.252519011,-0.0167430006,0.967441022
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.7719999999999,488,23,12,1,ValidHit,commercial,C6,-54.5902023,1.00383568,53.9077148,15.9194813,0.0109999999,-50.4738503,1.61624706,38.5418282,-0.258570999,-0.0384690017,0.965216994
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.7829999999999,489,23,12,1,ValidHit,commercial,C6,-54.5941086,1.00113153,53.9048195,15.9179068,0.0120000001,-50.4741211,1.61628497,38.5416489,-0.258825004,-0.0386449993,0.965142012
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.7950000000001,490,23,12,1,ValidHit,commercial,C6,-54.3857193,1.21621299,54.0591583,16.0081291,0.0109999999,-50.474411,1.61622703,38.5413704,-0.244331002,-0.0249879993,0.96936202
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.806,491,23,12,1,ValidHit,commercial,C6,-54.3827286,1.30511165,54.0613785,16.0076923,0.0109999999,-50.4746704,1.61619103,38.5411797,-0.244135007,-0.0194329992,0.969541013
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.817,492,23,12,1,ValidHit,commercial,C6,-54.3932419,1.30808294,54.0535927,16.0028191,0.0109999999,-50.4748497,1.61621797,38.5409698,-0.244855002,-0.0192549992,0.969362974
115,Eye_ID2552688_Task115_1767056745883,Eye_ID2552688_Task115_1767056745883.csv,1856.828,493,23,12,1,ValidHit,commercial,C6,-54.3514404,1.31577277,54.084549,16.0226612,0.0109999999,-50.4751091,1.61623299,38.54076,-0.241926,-0.0187519994,0.970103979
