TaskOrder,ParticipantID,SourceFile,Timestamp,FrameIndex,SceneID,NodeID,GazeValid,HitStatus,Category,ObjectName,HitPointX,HitPointY,HitPointZ,HitDistance,DeltaTime,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.13589999999999,2335,23,12,1,ValidHit,ground,ground,-59.4684601,-2.11999184E-14,32.9232826,10.3380299,0.0116999997,-50.7112885,1.63180602,38.1696091,-0.847073019,-0.157842994,-0.507471979
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.14760000000001,2336,23,12,1,ValidHit,ground,ground,-59.4171524,-2.12233761E-14,32.959713,10.2759466,0.0111999996,-50.7114906,1.63178897,38.1696815,-0.847177982,-0.158794999,-0.507000029
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.15880000000004,2337,23,12,1,ValidHit,ground,ground,-59.3944626,-2.12277112E-14,32.9664459,10.2528543,0.0110999998,-50.7122917,1.63162994,38.1701698,-0.846799016,-0.159137994,-0.507535994
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.16989999999998,2338,23,12,1,ValidHit,ground,ground,-59.4667664,-2.12276604E-14,32.9663658,10.3148003,0.0110999998,-50.7107697,1.63168597,38.1687889,-0.848873019,-0.158188,-0.504361987
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.18100000000004,2339,23,12,1,ValidHit,ground,ground,-59.4610138,-2.12316669E-14,32.9725876,10.3068161,0.0110999998,-50.7108002,1.63155603,38.1689491,-0.848969996,-0.158298001,-0.504164994
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.19209999999998,2340,23,12,1,ValidHit,ground,ground,-56.2604446,-2.1926632E-14,34.0518608,7.09697723,0.0109999999,-50.7220612,1.63082194,38.1790695,-0.780381978,-0.229790002,-0.581542015
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.20309999999995,2341,23,12,1,ValidHit,ground,ground,-56.8912735,-2.16373533E-14,33.6026154,7.85261536,0.0110999998,-50.7221489,1.63079202,38.1792908,-0.785602987,-0.207672,-0.582813025
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.21420000000001,2342,23,12,1,ValidHit,ground,ground,-59.4563828,-2.12407437E-14,32.9866867,10.2955141,0.0114000002,-50.7112503,1.63143694,38.16922,-0.849407017,-0.158460006,-0.503374994
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.22559999999999,2343,23,12,1,ValidHit,ground,ground,-59.456955,-2.12439184E-14,32.9916153,10.2935743,0.0109999999,-50.7111588,1.63134503,38.1692009,-0.849632025,-0.158481002,-0.502988994
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.23659999999995,2344,23,12,1,ValidHit,ground,ground,-56.2596169,-2.19345077E-14,34.0640945,7.08910418,0.0109999999,-50.7223587,1.63064504,38.1793289,-0.781090021,-0.230020002,-0.58049798
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.24760000000003,2345,23,12,1,ValidHit,ground,ground,-57.6428909,-2.13109847E-14,33.095768,8.74130535,0.0111999996,-50.7204018,1.63084805,38.1780815,-0.791920006,-0.186565995,-0.581407011
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.25879999999995,2346,23,12,1,ValidHit,ground,ground,-58.0012436,-2.12947878E-14,33.0706139,9.04922771,0.0109999999,-50.7015305,1.63235497,38.163559,-0.806662023,-0.180384994,-0.562801003
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.26980000000003,2347,23,12,1,ValidHit,ground,ground,-57.9949265,-2.12998429E-14,33.0784645,9.0397253,0.0110999998,-50.7013092,1.632249,38.1632996,-0.806836009,-0.180563003,-0.562496006
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.28089999999997,2348,23,12,1,ValidHit,ground,ground,-58.2114334,-2.12747588E-14,33.0395088,9.24029732,0.0111999996,-50.6931114,1.63254094,38.1573906,-0.813639998,-0.176675007,-0.553861022
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.2921,2349,23,12,1,ValidHit,ground,ground,-58.0942154,-2.1291132E-14,33.0649376,9.12987137,0.0109999999,-50.6957207,1.63233399,38.1592789,-0.810359001,-0.178790003,-0.557985008
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,600.30309999999997,2350,23,12,1,ValidHit,ground,ground,-58.10532,-2.12876676E-14,33.0595589,9.14176559,0,-50.6958618,1.63249397,38.1592407,-0.810504973,-0.178574994,-0.557843029
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,603.49559999999997,2637,23,12,1,ValidHit,ground,ground,-54.4169312,-1.53027293E-14,23.7650013,14.9082575,0.0110999998,-50.7016296,1.64004898,38.1094398,-0.24921,-0.110009,-0.962176979
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,603.50670000000002,2638,23,12,1,ValidHit,ground,ground,-54.7826691,-1.50655601E-14,23.3966789,15.356513,0.0113000004,-50.6997414,1.64005196,38.1093407,-0.265872002,-0.106797002,-0.958060026
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,603.51800000000003,2639,23,12,1,ValidHit,ground,ground,-54.4488182,-1.5320024E-14,23.7918606,14.8891697,0.0109000001,-50.7080002,1.63982606,38.1098404,-0.251242995,-0.110134996,-0.961633027
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,603.52890000000002,2640,23,12,1,ValidHit,ground,ground,-54.4269943,-1.53844223E-14,23.8918686,14.7890844,0.0110999998,-50.7006187,1.63995504,38.10952,-0.251964003,-0.110887997,-0.961347997
115,Eye_ID2551026_Task115_1765958696911,Eye_ID2551026_Task115_1765958696911.csv,603.53999999999996,2641,23,12,1,ValidHit,ground,ground,-54.419136,-1.54067687E-14,23.9265747,14.7539167,0.0110999998,-50.7005196,1.63995004,38.1096802,-0.252038985,-0.111152001,-0.961297989
