TaskOrder,ParticipantID,SourceFile,Timestamp,FrameIndex,SceneID,NodeID,GazeValid,HitStatus,Category,ObjectName,HitPointX,HitPointY,HitPointZ,HitDistance,DeltaTime,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.8922,3853,23,12,1,ValidHit,commercial,C2,-79.9047089,10.0146351,8.05910587,42.9742279,0.0110999998,-50.315239,1.64976704,38.0803795,-0.688530982,0.194646001,-0.698579013
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.90329999999994,3854,23,12,1,ValidHit,commercial,C2,-79.9047089,8.79362774,10.2801266,41.2226486,0.0110999998,-50.30933,1.64971805,38.071949,-0.717932999,0.173299,-0.674181998
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.9144,3855,23,12,1,ValidHit,commercial,C2,-79.9047012,8.89771461,9.76675224,41.5888901,0.0110999998,-50.3083801,1.64970696,38.0715218,-0.71163398,0.174275994,-0.680579007
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.92550000000006,3856,23,12,1,ValidHit,commercial,C2,-79.9047012,9.68389702,9.31010151,42.0451775,0.0110999998,-50.3107605,1.64976001,38.0755005,-0.703858972,0.191082999,-0.68415302
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.9366,3857,23,12,1,ValidHit,commercial,C2,-79.9047012,9.4674139,8.2562027,42.735836,0.0109999999,-50.3180885,1.64999902,38.0869293,-0.692305982,0.182922006,-0.698018014
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.94759999999997,3858,23,12,1,ValidHit,commercial,C2,-79.9047012,9.54229927,7.72915936,43.119194,0.0111999996,-50.3173294,1.65002096,38.0864296,-0.686169028,0.183032006,-0.704024017
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.9588,3859,23,12,1,ValidHit,commercial,C2,-79.9047089,9.02762985,14.1841059,38.7425728,0.0110999998,-50.3032684,1.64955902,38.0651894,-0.764052987,0.190438002,-0.616402984
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.96990000000005,3860,23,12,1,ValidHit,commercial,C2,-79.9047012,9.97177315,7.27162886,43.5204163,0.0110999998,-50.3073311,1.649786,38.0736885,-0.680078983,0.19122,-0.707759976
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.98099999999999,3861,23,12,1,ValidHit,commercial,C2,-79.9047012,9.70953941,6.16835451,44.2625694,0.0110999998,-50.3150291,1.65003502,38.08498,-0.668496013,0.182081997,-0.721067011
115,Eye_ID2550801_Task115_1766391167159,Eye_ID2550801_Task115_1766391167159.csv,801.99210000000005,3862,23,12,1,ValidHit,commercial,C2,-79.9047012,9.74383163,5.634233,44.655571,0.0111999996,-50.3143692,1.65010595,38.0845604,-0.662627995,0.181245998,-0.726673007
